frame,n_hydrophobic,n_polar,n_pos_charged,n_neg_charged,n_other,n_total,frac_hydrophobic
0,12,5,3,1,0,21,0.5714285714285714
1,12,4,3,1,0,20,0.6
2,13,5,3,1,0,22,0.5909090909090909
3,13,3,3,1,0,20,0.65
4,12,4,3,1,0,20,0.6
5,14,4,2,1,0,21,0.6666666666666666
6,15,4,3,1,0,23,0.6521739130434783
7,14,4,3,1,0,22,0.6363636363636364
8,15,4,3,1,0,23,0.6521739130434783
9,13,4,3,1,0,21,0.6190476190476191
10,14,4,3,1,0,22,0.6363636363636364
11,13,4,3,1,0,21,0.6190476190476191
12,13,4,3,1,0,21,0.6190476190476191
13,14,5,3,1,0,23,0.6086956521739131
14,14,4,3,1,0,22,0.6363636363636364
15,16,4,3,1,0,24,0.6666666666666666
16,13,4,3,1,0,21,0.6190476190476191
17,16,4,3,1,0,24,0.6666666666666666
18,14,4,3,1,0,22,0.6363636363636364
19,14,4,3,1,0,22,0.6363636363636364
20,16,5,2,1,0,24,0.6666666666666666
21,15,4,3,1,0,23,0.6521739130434783
22,13,3,3,1,0,20,0.65
23,12,5,3,1,0,21,0.5714285714285714
24,13,3,3,1,0,20,0.65
25,15,4,3,1,0,23,0.6521739130434783
26,14,4,3,1,0,22,0.6363636363636364
27,13,4,3,1,0,21,0.6190476190476191
28,15,4,3,1,0,23,0.6521739130434783
29,14,5,3,1,0,23,0.6086956521739131
30,14,4,3,1,0,22,0.6363636363636364
31,13,4,3,1,0,21,0.6190476190476191
32,15,4,3,1,0,23,0.6521739130434783
33,13,4,2,1,0,20,0.65
34,12,4,3,1,0,20,0.6
35,13,4,2,1,0,20,0.65
36,13,4,3,1,0,21,0.6190476190476191
37,12,5,3,1,0,21,0.5714285714285714
38,10,5,3,1,0,19,0.5263157894736842
39,13,4,3,1,0,21,0.6190476190476191
40,15,4,3,1,0,23,0.6521739130434783
41,15,5,3,1,0,24,0.625
42,15,3,4,1,0,23,0.6521739130434783
43,14,5,3,1,0,23,0.6086956521739131
44,12,3,3,1,0,19,0.631578947368421
45,13,4,3,1,0,21,0.6190476190476191
46,12,4,3,1,0,20,0.6
47,12,4,3,1,0,20,0.6
48,14,4,3,1,0,22,0.6363636363636364
49,14,4,3,1,0,22,0.6363636363636364
50,13,4,3,1,0,21,0.6190476190476191
51,13,5,3,1,0,22,0.5909090909090909
52,15,4,3,1,0,23,0.6521739130434783
53,14,4,2,1,0,21,0.6666666666666666
54,12,4,3,1,0,20,0.6
55,13,4,3,1,0,21,0.6190476190476191
56,15,3,3,1,0,22,0.6818181818181818
57,14,4,3,1,0,22,0.6363636363636364
58,10,5,3,1,0,19,0.5263157894736842
59,13,4,3,1,0,21,0.6190476190476191
60,13,4,3,1,0,21,0.6190476190476191
61,14,4,3,1,0,22,0.6363636363636364
62,13,5,3,1,0,22,0.5909090909090909
63,14,4,3,1,0,22,0.6363636363636364
64,13,4,3,1,0,21,0.6190476190476191
65,13,4,3,1,0,21,0.6190476190476191
66,11,4,3,1,0,19,0.5789473684210527
67,14,5,3,1,0,23,0.6086956521739131
68,13,4,3,1,0,21,0.6190476190476191
69,14,4,3,1,0,22,0.6363636363636364
70,11,4,3,1,0,19,0.5789473684210527
71,12,5,3,1,0,21,0.5714285714285714
72,14,4,3,1,0,22,0.6363636363636364
73,14,5,3,1,0,23,0.6086956521739131
74,14,4,3,1,0,22,0.6363636363636364
75,14,5,3,1,0,23,0.6086956521739131
76,12,3,3,1,0,19,0.631578947368421
77,13,5,3,1,0,22,0.5909090909090909
78,14,4,3,1,0,22,0.6363636363636364
79,13,3,3,1,0,20,0.65
80,15,4,3,1,0,23,0.6521739130434783
81,10,4,3,1,0,18,0.5555555555555556
82,13,3,3,1,0,20,0.65
83,13,3,3,1,0,20,0.65
84,14,3,3,1,0,21,0.6666666666666666
85,16,3,3,1,0,23,0.6956521739130435
86,16,3,3,1,0,23,0.6956521739130435
87,13,4,3,1,0,21,0.6190476190476191
88,11,4,3,1,0,19,0.5789473684210527
89,11,5,3,1,0,20,0.55
90,14,4,3,1,0,22,0.6363636363636364
91,12,5,2,1,0,20,0.6
92,14,5,3,1,0,23,0.6086956521739131
93,15,4,3,1,0,23,0.6521739130434783
94,14,4,2,1,0,21,0.6666666666666666
95,15,4,2,1,0,22,0.6818181818181818
96,12,4,2,1,0,19,0.631578947368421
97,16,4,3,1,0,24,0.6666666666666666
98,14,4,3,1,0,22,0.6363636363636364
99,14,4,3,1,0,22,0.6363636363636364
100,15,4,3,1,0,23,0.6521739130434783
101,14,3,3,1,0,21,0.6666666666666666
102,14,3,2,1,0,20,0.7
103,14,3,3,1,0,21,0.6666666666666666
104,13,4,3,1,0,21,0.6190476190476191
105,12,4,3,1,0,20,0.6
106,14,4,3,1,0,22,0.6363636363636364
107,13,4,3,1,0,21,0.6190476190476191
108,12,5,3,1,0,21,0.5714285714285714
109,14,4,3,1,0,22,0.6363636363636364
110,11,4,3,1,0,19,0.5789473684210527
111,14,4,2,1,0,21,0.6666666666666666
112,14,3,3,1,0,21,0.6666666666666666
113,13,4,3,1,0,21,0.6190476190476191
114,14,4,3,1,0,22,0.6363636363636364
115,13,3,3,1,0,20,0.65
116,12,4,3,1,0,20,0.6
117,14,4,3,1,0,22,0.6363636363636364
118,13,3,3,1,0,20,0.65
119,13,4,2,1,0,20,0.65
120,12,4,2,1,0,19,0.631578947368421
121,14,4,2,1,0,21,0.6666666666666666
122,13,4,3,1,0,21,0.6190476190476191
