frame,n_hydrophobic,n_polar,n_pos_charged,n_neg_charged,n_other,n_total,frac_hydrophobic
0,13,4,3,1,0,21,0.6190476190476191
1,15,4,3,1,0,23,0.6521739130434783
2,15,4,3,1,0,23,0.6521739130434783
3,14,4,2,0,0,20,0.7
4,15,4,2,1,0,22,0.6818181818181818
5,12,4,2,0,0,18,0.6666666666666666
6,14,4,2,1,0,21,0.6666666666666666
7,13,4,2,1,0,20,0.65
8,14,4,3,1,0,22,0.6363636363636364
9,12,4,3,1,0,20,0.6
10,15,4,3,1,0,23,0.6521739130434783
11,13,4,3,1,0,21,0.6190476190476191
12,14,4,3,1,0,22,0.6363636363636364
13,14,4,3,1,0,22,0.6363636363636364
14,15,4,3,1,0,23,0.6521739130434783
15,15,4,3,1,0,23,0.6521739130434783
16,15,4,2,1,0,22,0.6818181818181818
17,13,5,3,1,0,22,0.5909090909090909
18,14,4,3,1,0,22,0.6363636363636364
19,12,4,3,1,0,20,0.6
20,13,4,3,1,0,21,0.6190476190476191
21,15,4,3,1,0,23,0.6521739130434783
22,14,4,4,1,0,23,0.6086956521739131
23,14,4,1,0,0,19,0.7368421052631579
24,12,4,2,0,0,18,0.6666666666666666
25,12,4,3,1,0,20,0.6
26,13,5,3,1,0,22,0.5909090909090909
27,14,3,3,1,0,21,0.6666666666666666
28,13,4,3,1,0,21,0.6190476190476191
29,14,3,3,1,0,21,0.6666666666666666
30,13,4,3,1,0,21,0.6190476190476191
31,11,4,3,1,0,19,0.5789473684210527
32,13,4,2,1,0,20,0.65
33,14,4,1,0,0,19,0.7368421052631579
34,13,3,3,1,0,20,0.65
35,12,4,1,0,0,17,0.7058823529411765
36,13,4,2,1,0,20,0.65
37,14,4,2,1,0,21,0.6666666666666666
38,13,4,2,0,0,19,0.6842105263157895
39,13,4,3,1,0,21,0.6190476190476191
40,12,4,3,1,0,20,0.6
41,14,4,3,1,0,22,0.6363636363636364
42,15,3,4,1,0,23,0.6521739130434783
43,14,4,2,0,0,20,0.7
44,14,4,1,1,0,20,0.7
45,15,4,3,1,0,23,0.6521739130434783
46,13,4,3,1,0,21,0.6190476190476191
47,14,4,3,1,0,22,0.6363636363636364
48,14,4,3,1,0,22,0.6363636363636364
49,14,4,2,1,0,21,0.6666666666666666
50,15,3,2,1,0,21,0.7142857142857143
51,12,4,3,1,0,20,0.6
52,14,4,2,1,0,21,0.6666666666666666
53,14,4,2,1,0,21,0.6666666666666666
54,13,4,2,1,0,20,0.65
55,14,4,2,1,0,21,0.6666666666666666
56,11,4,3,1,0,19,0.5789473684210527
57,14,4,2,1,0,21,0.6666666666666666
58,14,4,2,1,0,21,0.6666666666666666
59,14,4,2,1,0,21,0.6666666666666666
60,13,4,3,1,0,21,0.6190476190476191
61,14,4,1,1,0,20,0.7
62,14,4,4,0,0,22,0.6363636363636364
63,15,3,3,1,0,22,0.6818181818181818
64,14,4,3,1,0,22,0.6363636363636364
65,13,4,3,1,0,21,0.6190476190476191
66,12,4,4,1,0,21,0.5714285714285714
67,14,4,3,1,0,22,0.6363636363636364
68,14,4,3,1,0,22,0.6363636363636364
69,14,4,3,0,0,21,0.6666666666666666
70,14,3,3,1,0,21,0.6666666666666666
71,15,4,3,1,0,23,0.6521739130434783
72,16,4,4,1,0,25,0.64
73,12,4,1,1,0,18,0.6666666666666666
74,13,4,4,1,0,22,0.5909090909090909
75,11,3,3,1,0,18,0.6111111111111112
76,14,4,4,1,0,23,0.6086956521739131
77,13,3,3,1,0,20,0.65
